Paper,DOI,Publication Year,Corresponding Author,Email,Physical Address,Analyte Polymer,Critical Component,Architecture,Critical Condition Basis,Column Name,Stationary Phase Chemistry,Pore Size,Column Dimensions,Mobile Phase Solvents,Mobile Phase Ratio,Mobile Phase Ratio Units,Aqueous pH,Aqueous Salt Added,Aqueous Salt Type,Aqueous Salt Concentration,Temperature (°C),Flow Rate,Detector,Consensus Confidence,Qwen Confidence,Mistral Confidence,Evidence Text,Notes
Im2008.pdf,10.1021/ma702377f,2008,Taihyun Chang,tc@postech.ac.kr,"Department of Chemistry and Polymer Research Institute, Pohang University of Science and Technology, Pohang 790-784, Korea",linear polystyrene,linear polystyrene,linear,coelution of linear PS standards,Nucleosil C18,C18 bonded silica,500 Å,250 × 4.6 mm,"CH2Cl2, CH3CN",57/43,v/v,,False,,,30.4,0.5 mL/min,UV absorption detector,explicit,explicit,missed,"The critical condition was found as... 30.4 °C for the 500 Å pore column... Column: Nucleosil C18, 500 Å pore, 7 µm particle, 250 × 4.6 mm i.d. Column temperature: 30.4 °C. Eluent: CH2Cl2/CH3CN (57/43, v/v) at a flow rate of 0.5 mL/min.",Used to analyze star-shaped PS retention behavior.
Im2008.pdf,10.1021/ma702377f,2008,Taihyun Chang,tc@postech.ac.kr,"Department of Chemistry and Polymer Research Institute, Pohang University of Science and Technology, Pohang 790-784, Korea",polystyrene,polystyrene,linear,coelution of linear PS standards,Kromasil C18,C18 bonded silica,100 Å,150 × 4.6 mm,"CH2Cl2, CH3CN",57/43,v/v,,False,,,33.3,0.5 mL/min,UV absorption detector,explicit,missed,explicit,"The critical condition was found as 33.3 °C for the 100 Å pore column. Column: Kromasil C18, 100 Å pore, 5 µm particle, 150 × 4.6 mm. Column temperature: 33.3 °C. Eluent: CH2Cl2/CH3CN (57/43, v/v) at a flow rate of 0.5 mL/min.",Used to analyze star-shaped PS retention behavior.
Im2008.pdf,10.1021/ma702377f,2008,Taihyun Chang,tc@postech.ac.kr,"Department of Chemistry and Polymer Research Institute, Pohang University of Science and Technology, Pohang 790-784, Korea",polystyrene,polystyrene,linear,coelution of linear PS standards,Nucleosil C18,C18 bonded silica,500 Å,250 × 4.6 mm,"CH2Cl2, CH3CN",57/43,v/v,,False,,,30.4,0.5 mL/min,UV absorption detector,explicit,missed,explicit,"The critical condition was found as 30.4 °C for the 500 Å pore column. Column: Nucleosil C18, 500 Å pore, 7 µm particle, 250 × 4.6 mm i.d. Column temperature: 30.4 °C. Eluent: CH2Cl2/CH3CN (57/43, v/v) at a flow rate of 0.5 mL/min.",Used to analyze star-shaped PS retention behavior.
polymerPaper3.pdf,10.1021/ac001219z,2001,Taihyun Chang,tc@postech.ac.kr,"Department of Chemistry and Polymer Research Institute, Pohang University of Science and Technology, Pohang, 790-784, Korea",PEO-b-PLLA diblock copolymer,PEO block,diblock,Retention independent of molecular weight for PEO block,LUNA C18,C18,100-Å,250 x 4.6 mm,"acetonitrile, water",60/40,v/v,,False,,,68,,"refractive index detector, UV-visible absorption detector",explicit,explicit,missed,The critical condition for the analysis of diblock copolymer was a 68 °C column temperature and an ACN/water mixture at the ratio of 60/40 (v/ v).,"Critical condition established using PEG standards (Mn: 1500, 3400, and 8000)."
polymerPaper3.pdf,10.1021/ac001219z,2001,Taihyun Chang,tc@postech.ac.kr,"Department of Chemistry and Polymer Research Institute, Pohang University of Science and Technology, Pohang, 790-784, Korea",PLLA-b-PEO-b-PLLA triblock copolymer,PEO block,triblock,Retention independent of molecular weight for PEO block,LUNA C18,C18,100-Å,250 x 4.6 mm,"acetonitrile, water",47/53,v/v,,False,,,37,,"refractive index detector, UV-visible absorption detector",explicit,explicit,missed,"In the analysis for triblock copolymer, two different critical conditions were used (37 °C, ACN:H2O ) 47:53 (v/v); 54 °C, ACN: H2O ) 54:46 (v/v))",First condition used for triblock copolymer with shorter PLLA blocks (Figure 3).
polymerPaper3.pdf,10.1021/ac001219z,2001,Taihyun Chang,tc@postech.ac.kr,"Department of Chemistry and Polymer Research Institute, Pohang University of Science and Technology, Pohang, 790-784, Korea",PLLA-b-PEO-b-PLLA triblock copolymer,PEO block,triblock,Retention independent of molecular weight for PEO block,LUNA C18,C18,100-Å,250 x 4.6 mm,"acetonitrile, water",54/46,v/v,,False,,,54,,"refractive index detector, UV-visible absorption detector",explicit,explicit,missed,"In the analysis for triblock copolymer, two different critical conditions were used (37 °C, ACN:H2O ) 47:53 (v/v); 54 °C, ACN: H2O ) 54:46 (v/v))",Second condition used for triblock copolymer with longer PLLA blocks (Figure 5).
polymerPaper3.pdf,10.1021/ac001219z,2001,Taihyun Chang,tc@postech.ac.kr,"Department of Chemistry and Polymer Research Institute, Pohang University of Science and Technology, Pohang, 790-784, Korea",PEO-b-PLLA,PEO,diblock,Retention independent of molecular weight for PEO block,LUNA C18,C18,100-Å,250 x 4.6 mm,"acetonitrile, water",60:40,v/v,,False,,,68,,"refractive index detector, UV-visible absorption detector",explicit,missed,missed,The critical condition for the analysis of diblock copolymer was a 68 °C column temperature and an ACN/water mixture at the ratio of 60/40 (v/v).,"Critical condition established using PEG standards (Mn: 1500, 3400, and 8000)."
polymerPaper3.pdf,10.1021/ac001219z,2001,Taihyun Chang,tc@postech.ac.kr,"Department of Chemistry and Polymer Research Institute, Pohang University of Science and Technology, Pohang, 790-784, Korea",PLLA-b-PEO-b-PLLA,PEO,triblock,Retention independent of molecular weight for PEO block,LUNA C18,C18,100-Å,250 x 4.6 mm,"acetonitrile, water",47:53,v/v,,False,,,37,,"refractive index detector, UV-visible absorption detector",explicit,missed,explicit,"In the analysis for triblock copolymer, two different critical conditions were used (37 °C, ACN:H2O ) 47:53 (v/v); 54 °C, ACN: H2O ) 54:46 (v/v))",First condition used for triblock copolymer with shorter PLLA blocks (Figure 3).
polymerPaper3.pdf,10.1021/ac001219z,2001,Taihyun Chang,tc@postech.ac.kr,"Department of Chemistry and Polymer Research Institute, Pohang University of Science and Technology, Pohang, 790-784, Korea",PLLA-b-PEO-b-PLLA,PEO,triblock,Retention independent of molecular weight for PEO block,LUNA C18,C18,100-Å,250 x 4.6 mm,"acetonitrile, water",54:46,v/v,,False,,,54,,"refractive index detector, UV-visible absorption detector",explicit,missed,explicit,"In the analysis for triblock copolymer, two different critical conditions were used (37 °C, ACN:H2O ) 47:53 (v/v); 54 °C, ACN: H2O ) 54:46 (v/v))",Second condition used for triblock copolymer with longer PLLA blocks (Figure 5).
[233] Malik2012.pdf,10.1016/j.chroma.2012.04.045,2012,Muhammad Imran Malik,mimran.malik@iccs.edu,"H.E.J. Research Institute of Chemistry, International Centre for Chemical and Biological Sciences (ICCBS), University of Karachi, Karachi, Pakistan",Polystyrene (PS),Polystyrene (PS),Linear homopolymer,Elution volume independent of molar mass,Symmetry 300,Silica-based octadecyl phase (RP),300 A,250 mm x 4.6 mm,"THF, DMF",18:82,vol.%,,False,,,30,0.5 mL/min,UV (254 nm) and ELSD,explicit,explicit,missed,The CAP of PS was realised in a DMF–THF mobile phase on a RP octadecyl column... A point is reached at which all PS standards elute at more or less the same elution volume irrespective of their molar masses (THF–DMF: 18–82).,Used as first dimension for 2D-LC of PS-b-PEO copolymers.
[233] Malik2012.pdf,10.1016/j.chroma.2012.04.045,2012,Muhammad Imran Malik,mimran.malik@iccs.edu,"H.E.J. Research Institute of Chemistry, International Centre for Chemical and Biological Sciences (ICCBS), University of Karachi, Karachi, Pakistan",Polyethylene oxide (PEO),Polyethylene oxide (PEO),Linear homopolymer,Elution volume independent of molar mass,Nucleosil Si 300,Plain silica (Normal Phase),300 A,250 mm x 4.6 mm,"THF, DMF",96:4,vol.%,,False,,,30,0.5 mL/min,UV (254 nm) and ELSD,explicit,explicit,missed,"The CAP of PEO was realised on a normal phase Si column... At a mobile phase composition of 96–4 (THF–DMF, vol.%), all PEO standards elute at more or less the same elution volume and show no molar mass dependence.",Used as first dimension for 2D-LC of PS-b-PEO copolymers.
[233] Malik2012.pdf,10.1016/j.chroma.2012.04.045,2012,Muhammad Imran Malik,mimran.malik@iccs.edu,"H.E.J. Research Institute of Chemistry, International Centre for Chemical and Biological Sciences (ICCBS), University of Karachi, Karachi, Pakistan",PS,PS,linear,critical adsorption point,Symmetry 300,silica-based octadecyl phase,300 A,250 mm × 4.6 mm,"THF, DMF",18:82,vol.%,,False,,,30,0.5 mL/min,ELS,explicit,missed,explicit,"The CAP of PS was realised in a DMF–THF mobile phase on a RP octadecyl column [14,47]. This allowed us to extend the molar mass range up to the hundred thousands. As demonstrated in Fig. 1a, PS calibration standards adsorb in 100% DMF on a silica-based octadecyl column. The higher molar mass standards elute later than the lower molar mass standards. The elution volume decreases as the amount of THF in the mobile phase is increased. A point is reached at which all PS standards elute at more or less the same elution volume irrespective of their molar masses (THF–DMF: 18–82). These conditions are called the critical conditions or the CAP of PS for the specific column, temperature and mobile phase conditions used.",
[233] Malik2012.pdf,10.1016/j.chroma.2012.04.045,2012,Muhammad Imran Malik,mimran.malik@iccs.edu,"H.E.J. Research Institute of Chemistry, International Centre for Chemical and Biological Sciences (ICCBS), University of Karachi, Karachi, Pakistan",PEO,PEO,linear,critical adsorption point,Nucleosil Si 300,plain silica,300 A,250 mm × 4.6 mm,"THF, DMF",96:4,vol.%,,False,,,30,0.5 mL/min,ELS,explicit,missed,explicit,"The CAP of PEO was realised on a normal phase Si column in the same mobile phase system (THF–DMF) which is used for the critical conditions of PS. THF is an adsorption promoting solvent for PEOs on a normal phase Si column. The addition of DMF promotes desorption. At a mobile phase composition of 96–4 (THF–DMF, vol.%), all PEO standards elute at more or less the same elution volume and show no molar mass dependence. Further increase in the DMF content in the mobile phase leads to the exclusion of PEOs from pores of the stationary phase resulting in earlier elution of higher molar mass standards than the lower molar mass standards (Fig. 10a).",
[233] Malik2012.pdf,10.1016/j.chroma.2012.04.045,2012,Muhammad Imran Malik,mimran.malik@iccs.edu,"H.E.J. Research Institute of Chemistry, International Centre for Chemical and Biological Sciences (ICCBS), University of Karachi, Karachi, Pakistan",PS-b-PEO,PS,linear,critical adsorption point,Symmetry 300,silica-based octadecyl phase,300 A,250 mm × 4.6 mm,"THF, DMF",18:82,vol.%,,False,,,30,0.5 mL/min,ELS,explicit,missed,explicit,"Liquid chromatography at the critical conditions of PS allows the molar mass independent elution of PS homopolymers and the separation of the PS-b-PEO block copolymers which is governed by the PEO block irrespective of the size of the PS block. These conditions are very useful for the analysis of complex polymer mixtures. In our previous study under critical conditions of PS for PS-b-PEO copolymers, only low molar mass samples could be analysed [32]. In the current study, the critical conditions for PS were established using a different solvent combination in order to extend the molar mass range.",
[233] Malik2012.pdf,10.1016/j.chroma.2012.04.045,2012,Muhammad Imran Malik,mimran.malik@iccs.edu,"H.E.J. Research Institute of Chemistry, International Centre for Chemical and Biological Sciences (ICCBS), University of Karachi, Karachi, Pakistan",PS-b-PEO,PEO,linear,critical adsorption point,Nucleosil Si 300,plain silica,300 A,250 mm × 4.6 mm,"THF, DMF",96:4,vol.%,,False,,,30,0.5 mL/min,ELS,explicit,missed,explicit,"The CAP of PEO was realised on a normal phase Si column in the same mobile phase system (THF–DMF) which is used for the critical conditions of PS. THF is an adsorption promoting solvent for PEOs on a normal phase Si column. The addition of DMF promotes desorption. At a mobile phase composition of 96–4 (THF–DMF, vol.%), all PEO standards elute at more or less the same elution volume and show no molar mass dependence. Further increase in the DMF content in the mobile phase leads to the exclusion of PEOs from pores of the stationary phase resulting in earlier elution of higher molar mass standards than the lower molar mass standards (Fig. 10a).",
[6] Macko2002.pdf,10.1021/ma010994t,2002,T. Macko,,"Deutsches Kunststoff-Institut, Schlossgartenstr. 6, 64289 Darmstadt, Germany",Poly(methyl methacrylate),Poly(methyl methacrylate),linear,Temperature adjustment in single eluent (acetonitrile) on C18 bonded silica,Nucleosil C18 LS ST,Silica gel bonded with C18 phase,30 nm,250 x 6 mm,acetonitrile,,,,False,,,66,0.4 to 1 mL/min,Evaporative light scattering detector DDL-21,explicit,explicit,missed,"The critical conditions have been identified in some single eluents which are thermodynamicaly poor solvents for polymers investigated, namely, acetonitrile for PMMA at 66 °C and dimethylformamide for PnBMA at 154 °C and for PS at 95 °Csall with C18 bonded silica gel.",Also used for separation of stereoregularity (isotactic vs syndiotactic).
[6] Macko2002.pdf,10.1021/ma010994t,2002,T. Macko,,"Deutsches Kunststoff-Institut, Schlossgartenstr. 6, 64289 Darmstadt, Germany",Poly(n-butyl methacrylate),Poly(n-butyl methacrylate),linear,Temperature adjustment in single eluent (dimethylformamide) on C18 bonded silica,Nucleosil C18 LS ST,Silica gel bonded with C18 phase,30 nm,250 x 6 mm,dimethylformamide,,,,False,,,154,0.4 to 1 mL/min,Evaporative light scattering detector DDL-21,explicit,explicit,missed,"The critical conditions have been identified in some single eluents which are thermodynamicaly poor solvents for polymers investigated, namely, acetonitrile for PMMA at 66 °C and dimethylformamide for PnBMA at 154 °C and for PS at 95 °Csall with C18 bonded silica gel.",Temperature is far above tabulated Theta point; system may exhibit two Theta points.
[6] Macko2002.pdf,10.1021/ma010994t,2002,T. Macko,,"Deutsches Kunststoff-Institut, Schlossgartenstr. 6, 64289 Darmstadt, Germany",Polystyrene,Polystyrene,linear,Temperature adjustment in single eluent (dimethylformamide) on C18 bonded silica,Nucleosil C18 LS ST,Silica gel bonded with C18 phase,30 nm,250 x 6 mm,dimethylformamide,,,,False,,,95,0.4 to 1 mL/min,Evaporative light scattering detector DDL-21,explicit,explicit,missed,"The critical conditions have been identified in some single eluents which are thermodynamicaly poor solvents for polymers investigated, namely, acetonitrile for PMMA at 66 °C and dimethylformamide for PnBMA at 154 °C and for PS at 95 °Csall with C18 bonded silica gel.",Used for separation of block and graft copolymers of styrene and methyl methacrylate.
[6] Macko2002.pdf,10.1021/ma010994t,2002,T. Macko,,"Deutsches Kunststoff-Institut, Schlossgartenstr. 6, 64289 Darmstadt, Germany",Polystyrene,Polystyrene,linear,Temperature adjustment in single eluent (cyclohexane) on C18 bonded silica,Nucleosil C18 LS ST,Silica gel bonded with C18 phase,30 nm,250 x 6 mm,cyclohexane,,,,False,,,9,0.4 to 1 mL/min,Evaporative light scattering detector DDL-21,explicit,explicit,missed,"A 'criticallike' elution was also observed in cyclohexane for PS at 9 °C with silica gel C18 packing, which is well below the θ temperature.",Described as 'criticallike' elution; higher molar masses underwent phase separation.
[6] Macko2002.pdf,10.1021/ma010994t,2002,T. Macko,,"Deutsches Kunststoff-Institut, Schlossgartenstr. 6, 64289 Darmstadt, Germany",PMMA,PMMA,linear,Temperature adjustment in single eluent (acetonitrile) on C18 bonded silica,Nucleosil C18 LS ST,Silica gel bonded with C18 phase,30 nm,250 x 6 mm,acetonitrile,,,,False,,,66,0.4 to 1 mL/min,Evaporative light scattering detector DDL-21,explicit,missed,explicit,"The critical conditions have been identified in some single eluents which are thermodynamicaly poor solvents for polymers investigated, namely, acetonitrile for PMMA at 66 °C and dimethylformamide for PnBMA at 154 °C and for PS at 95 °C with C18 bonded silica gel.",Also used for separation of stereoregularity (isotactic vs syndiotactic).
[6] Macko2002.pdf,10.1021/ma010994t,2002,T. Macko,,"Deutsches Kunststoff-Institut, Schlossgartenstr. 6, 64289 Darmstadt, Germany",PnBMA,PnBMA,linear,Temperature adjustment in single eluent (dimethylformamide) on C18 bonded silica,Nucleosil C18 LS ST,Silica gel bonded with C18 phase,30 nm,250 x 6 mm,dimethylformamide,,,,False,,,154,0.4 to 1 mL/min,Evaporative light scattering detector DDL-21,explicit,missed,explicit,"The critical conditions have been identified in some single eluents which are thermodynamicaly poor solvents for polymers investigated, namely, acetonitrile for PMMA at 66 °C and dimethylformamide for PnBMA at 154 °C and for PS at 95 °C with C18 bonded silica gel.",Temperature is far above tabulated Theta point; system may exhibit two Theta points.
[6] Macko2002.pdf,10.1021/ma010994t,2002,T. Macko,,"Deutsches Kunststoff-Institut, Schlossgartenstr. 6, 64289 Darmstadt, Germany",PS,PS,linear,Temperature adjustment in single eluent (dimethylformamide) on C18 bonded silica,Nucleosil C18 LS ST,Silica gel bonded with C18 phase,30 nm,250 x 6 mm,dimethylformamide,,,,False,,,95,0.4 to 1 mL/min,Evaporative light scattering detector DDL-21,explicit,missed,explicit,"The critical conditions have been identified in some single eluents which are thermodynamicaly poor solvents for polymers investigated, namely, acetonitrile for PMMA at 66 °C and dimethylformamide for PnBMA at 154 °C and for PS at 95 °C with C18 bonded silica gel.",Used for separation of block and graft copolymers of styrene and methyl methacrylate.
[6] Macko2002.pdf,10.1021/ma010994t,2002,T. Macko,,"Deutsches Kunststoff-Institut, Schlossgartenstr. 6, 64289 Darmstadt, Germany",PS,PS,linear,Temperature adjustment in single eluent (cyclohexane) on C18 bonded silica,Nucleosil C18 LS ST,Silica gel bonded with C18 phase,30 nm,250 x 6 mm,cyclohexane,,,,False,,,9,0.4 to 1 mL/min,Evaporative light scattering detector DDL-21,explicit,missed,explicit,"A 'criticallike' elution was also observed in cyclohexane for PS at 9 °C with silica gel C18 packing, which is well below the θ temperature.",Described as 'criticallike' elution; higher molar masses underwent phase separation.
Ziebarth_2016.pdf,10.1021/acs.macromol.6b01925,2016,Yongmei Wang,ywang@memphis.edu,"Department of Chemistry, The University of Memphis, Memphis, Tennessee 38154, United States",Ls-PS,Ls-PS,linear,coelution of different molecular weights,Nucleosil C18,C18 bonded silica,100 Å,250 x 4.6 mm,"CH2Cl2, CH3CN",58/42,v/v,,False,,,14.8,0.5 mL/min,light scattering detector and UV absorption detector,explicit,explicit,missed,"Analytical LCCC analysis used a column (Nucleosil C18, 250 × 4.6 mm, 100 Å, 5 μm) smaller than the preparative fractionation. The eluent was CH2Cl2/CH3CN (58/42, v/v) at a flow rate of 0.5 mL/min. The column temperature was varied to achieve CAP condition for the polymers of interest. TCAP and tE,CAP of Ls-PS... are measured as 14.8 °C/7.4 min",Ls-PS refers to linear PS with saturated DPE end-groups. The condition was established for Ls-PS.
Ziebarth_2016.pdf,10.1021/acs.macromol.6b01925,2016,Yongmei Wang,ywang@memphis.edu,"Department of Chemistry, The University of Memphis, Memphis, Tennessee 38154, United States",Lu-PS,Lu-PS,linear,coelution of different molecular weights,Nucleosil C18,C18 bonded silica,100 Å,250 x 4.6 mm,"CH2Cl2, CH3CN",58/42,v/v,,False,,,14.95,0.5 mL/min,light scattering detector and UV absorption detector,explicit,explicit,missed,"Analytical LCCC analysis used a column (Nucleosil C18, 250 × 4.6 mm, 100 Å, 5 μm) smaller than the preparative fractionation. The eluent was CH2Cl2/CH3CN (58/42, v/v) at a flow rate of 0.5 mL/min. The column temperature was varied to achieve CAP condition for the polymers of interest. TCAP and tE,CAP of... Lu-PS... are measured as... 14.95 °C/7.6 min",Lu-PS refers to linear PS with unsaturated DPE end-groups. The condition was established for Lu-PS.
Ziebarth_2016.pdf,10.1021/acs.macromol.6b01925,2016,Yongmei Wang,ywang@memphis.edu,"Department of Chemistry, The University of Memphis, Memphis, Tennessee 38154, United States",Ring-PS,Ring-PS,ring,coelution of different molecular weights,Nucleosil C18,C18 bonded silica,100 Å,250 x 4.6 mm,"CH2Cl2, CH3CN",58/42,v/v,,False,,,17.3,0.5 mL/min,light scattering detector and UV absorption detector,explicit,explicit,missed,"Analytical LCCC analysis used a column (Nucleosil C18, 250 × 4.6 mm, 100 Å, 5 μm) smaller than the preparative fractionation. The eluent was CH2Cl2/CH3CN (58/42, v/v) at a flow rate of 0.5 mL/min. The column temperature was varied to achieve CAP condition for the polymers of interest. TCAP and tE,CAP of... Ring-PS... are measured as... 17.3 °C/ 8.23 min",Ring-PS refers to cyclic polystyrene. The condition was established for Ring-PS.
Ziebarth_2016.pdf,10.1021/acs.macromol.6b01925,2016,Yongmei Wang,ywang@memphis.edu,"Department of Chemistry, The University of Memphis, Memphis, Tennessee 38154, United States",polystyrene,linear,linear,coelution of different molecular weights,Nucleosil C18,C18 bonded silica,100 Å,250 × 9.8 mm,"CH2Cl2, CH3CN",58/42,v/v,,False,,,19,2 mL/min,light scattering detector,explicit,missed,explicit,"For fractionation of ring PS, two C18 bonded silica columns (Nucleosil C18, 250 × 9.8 mm, 100 Å pore, 5 μm and Nucleosil C18, 250 × 9.8 mm, 300 Å pore, 5 μm) and a mixed eluent of CH2Cl2/CH3CN (58/42, v/v, Samchun, HPLC grade) at a flow rate of 2 mL/min were used. The temperature of the columns was set at 19 °C at which different molar mass linear PS precursors coelute.",
